code,course,HEI,R1 Points 2021,R2 Points 2021,EOS Points 2021,R1 Points 2020,R2 Points 2020,EOS Points 2020,R1 Points 2019
LM090,Physical Education with concurrent Teacher Education,University of Limerick,552.0,544.0,544.0,532.0,,532.0,498.0
LM091,Languages with concurrent Teacher Education,University of Limerick,506.0,,506.0,517.0,,517.0,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),University of Limerick,521.0,,521.0,507.0,,507.0,478.0
LM093,Equine Science,University of Limerick,367.0,,367.0,339.0,,339.0,338.0
LM094,Materials and Architectural Technology with concurrent Teacher Education,University of Limerick,475.0,,475.0,440.0,,440.0,405.0
LM095,Materials and Engineering Technology with concurrent Teacher Education,University of Limerick,425.0,,425.0,367.0,,367.0,358.0
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),University of Limerick,454.0,,454.0,405.0,,405.0,382.0
LM097,Mathematics and Computer Science with concurrent Teacher Education,University of Limerick,465.0,,465.0,402.0,,402.0,
LM099,Architecture,University of Limerick,520.0,,520.0,498.0,,498.0,419.0
LM100,Physiotherapy,University of Limerick,613.0,,601.0,589.0,,589.0,565.0
LM101,Medicine  - Graduate Entry (GAMSAT required),University of Limerick,57.0,,57.0,55.0,,55.0,55.0
LM102,Psychology,University of Limerick,534.0,,534.0,509.0,,509.0,495.0
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),University of Limerick,429.0,,429.0,392.0,,392.0,313.0
LM105,Exercise and Health Fitness Management,University of Limerick,441.0,,441.0,,,,
LM115,Chemical and Biochemical Engineering,University of Limerick,476.0,,476.0,454.0,,454.0,456.0
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),University of Limerick,498.0,,498.0,476.0,,476.0,434.0
LM118,Electronic and Computer Engineering,University of Limerick,445.0,,445.0,403.0,,403.0,401.0
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),University of Limerick,402.0,,402.0,351.0,,351.0,352.0
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),University of Limerick,382.0,,382.0,327.0,,327.0,330.0
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,University of Limerick,498.0,,498.0,441.0,,441.0,412.0
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),University of Limerick,455.0,,455.0,437.0,,437.0,427.0
LM125,Physics (Applied Physics or Mathematics and Physics),University of Limerick,489.0,,489.0,404.0,,404.0,405.0
LM150,General Nursing,University of Limerick,498.0,487.0,474.0,475.0,,475.0,440.0
LM152,Mental Health Nursing,University of Limerick,478.0,466.0,440.0,419.0,,419.0,388.0
LM154,Intellectual Disability Nursing,University of Limerick,462.0,443.0,433.0,420.0,,440.0,381.0
LM156,Midwifery,University of Limerick,521.0,508.0,498.0,469.0,,469.0,429.0
MU001,Theology and Arts,"Pontifical University, St Patrick's College",294.0,294.0,291.0,290.0,290.0,290.0,290.0
MU002,Theology,"Pontifical University, St Patrick's College",,,411.0,440.0,,440.0,292.0
MH001,Education - Primary Teaching (Froebel),Maynooth University,564.0,,556.0,507.0,,507.0,496.0
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),Maynooth University,,,,,,,441.0
MH003,Early Childhood - Teaching and Learning (full-time),Maynooth University,381.0,,381.0,,,,
MH101,Arts,Maynooth University,338.0,336.0,336.0,318.0,,318.0,316.0
MH103,Music,Maynooth University,,,,,,,
MH106,Psychology - 3 years,Maynooth University,554.0,,552.0,521.0,,521.0,495.0
MH107,Social Science,Maynooth University,390.0,,390.0,346.0,,346.0,326.0
MH109,Media Studies,Maynooth University,324.0,,324.0,316.0,,316.0,317.0
MH116,Community and Youth Work (Full-Time),Maynooth University,,,,,,,
MH201,Science,Maynooth University,401.0,400.0,397.0,360.0,,360.0,350.0
MH202,Biotechnology,Maynooth University,490.0,489.0,489.0,455.0,,455.0,429.0
MH203,Biological and Geographical Sciences,Maynooth University,451.0,,451.0,430.0,,430.0,
MH204,Physics with Astrophysics,Maynooth University,422.0,,422.0,422.0,,422.0,420.0
MH206,Theoretical Physics and Mathematics,Maynooth University,521.0,,521.0,510.0,,510.0,498.0
MH207,Data Science,Maynooth University,444.0,,444.0,445.0,,445.0,434.0
MH208,Biological and Biomedical Sciences,Maynooth University,543.0,,533.0,498.0,,498.0,451.0
MH209,Psychology (through Science) - 4 years,Maynooth University,529.0,,517.0,498.0,,498.0,473.0
MH210,Pharmaceutical and Biomedical Chemistry,Maynooth University,510.0,,510.0,487.0,,487.0,446.0
MH212,Science|Maths and Computer Science|Mathematics (with Education),Maynooth University,452.0,443.0,434.0,422.0,,422.0,444.0
MH304,Engineering (Computer/Electronic/Communications),Maynooth University,351.0,351.0,351.0,333.0,333.0,333.0,371.0
MH305,Product Design,Maynooth University,326.0,,326.0,357.0,,357.0,358.0
MH306,Robotics and Intelligent Devices,Maynooth University,362.0,,362.0,361.0,,361.0,361.0
MH401,Finance (options),Maynooth University,370.0,,370.0,357.0,,357.0,352.0
MH402,Quantitative Finance,Maynooth University,476.0,,476.0,476.0,,476.0,476.0
MH403,Accounting and Finance,Maynooth University,424.0,,424.0,422.0,,422.0,402.0
MH404,Business (options),Maynooth University,441.0,,441.0,430.0,,430.0,400.0
MH407,Business and Accounting,Maynooth University,423.0,,423.0,420.0,,420.0,401.0
MH411,Entrepreneurship,Maynooth University,378.0,,378.0,371.0,,371.0,358.0
MH501,LLB Law - four year Single Major Law programme,Maynooth University,507.0,,507.0,473.0,,473.0,451.0
MH502,Law (options),Maynooth University,465.0,,465.0,451.0,,451.0,410.0
MH601,Computer Science through Arts (options),Maynooth University,381.0,,381.0,352.0,,352.0,342.0
MH602,Computer Science through Science (options),Maynooth University,400.0,,400.0,351.0,,351.0,357.0
MH603,Computational Thinking,Maynooth University,520.0,,520.0,532.0,,532.0,520.0
MH801,Early Childhood - Teaching and Learning (part-time),Maynooth University,,,,327.0,,327.0,347.0
MH802,"Community and Youth Work (part-time, in service)",Maynooth University,,,,,,,
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",Maynooth University,,,,,,,
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",St. Angela`s College,542.0,533.0,532.0,510.0,,518.0,456.0
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",St. Angela`s College,464.0,452.0,441.0,441.0,434.0,434.0,400.0
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",St. Angela`s College,463.0,457.0,440.0,440.0,440.0,440.0,421.0
AS051,"Nutrition, Food and Business Management",St. Angela`s College,378.0,347.0,291.0,328.0,317.0,317.0,337.0
AS054,Home Economics,St. Angela`s College,440.0,419.0,368.0,408.0,398.0,398.0,387.0
AS110,General Nursing,St. Angela`s College,440.0,432.0,422.0,419.0,,419.0,391.0
AS130,Intellectual Disability Nursing,St. Angela`s College,387.0,358.0,348.0,336.0,328.0,317.0,317.0
SG141,Business,"Institute of Technology, Sligo",262.0,,262.0,261.0,,261.0,252.0
SG145,Business and ICT,"Institute of Technology, Sligo",279.0,,279.0,,,,
SG146,Accounting,"Institute of Technology, Sligo",304.0,,304.0,309.0,,309.0,307.0
SG147,Sport with Business,"Institute of Technology, Sligo",288.0,,288.0,307.0,,307.0,269.0
SG148,Tourism with Event Management,"Institute of Technology, Sligo",298.0,,298.0,269.0,,269.0,246.0
SG150,Business in Marketing,"Institute of Technology, Sligo",298.0,,298.0,,,,
SG241,Performing Arts,"Institute of Technology, Sligo",341.0,,341.0,328.0,,328.0,279.0
SG242,Early Childhood Care and Education,"Institute of Technology, Sligo",287.0,,287.0,279.0,,279.0,278.0
SG243,Social Care Practice,"Institute of Technology, Sligo",309.0,,309.0,301.0,,301.0,297.0
SG244,Fine Art,"Institute of Technology, Sligo",501.0,,501.0,505.0,,505.0,355.0
SG245,Creative Design,"Institute of Technology, Sligo",332.0,,332.0,282.0,,282.0,261.0
SG246,Computing,"Institute of Technology, Sligo",316.0,,316.0,290.0,,290.0,295.0
SG247,English and Psychology,"Institute of Technology, Sligo",319.0,,319.0,309.0,,309.0,308.0
SG248,Sociology and Politics,"Institute of Technology, Sligo",298.0,,298.0,281.0,,281.0,282.0
SG249,Writing and Literature,"Institute of Technology, Sligo",308.0,,308.0,297.0,,297.0,279.0
SG252,Software Development,"Institute of Technology, Sligo",310.0,,310.0,307.0,,307.0,300.0
SG253,Computing in Computer Networks and Cyber Security,"Institute of Technology, Sligo",336.0,,336.0,324.0,,378.0,273.0
SG254,Writing and Literature Online,"Institute of Technology, Sligo",327.0,,327.0,225.0,225.0,225.0,
SG255,Law and Business,"Institute of Technology, Sligo",291.0,,291.0,,,,
SG341,General Engineering,"Institute of Technology, Sligo",373.0,,373.0,,,,
SG342,Civil Engineering,"Institute of Technology, Sligo",418.0,,418.0,415.0,,415.0,
SG343,Quantity Surveying,"Institute of Technology, Sligo",300.0,,300.0,311.0,,311.0,261.0
SG344,Mechanical Engineering,"Institute of Technology, Sligo",412.0,,412.0,,,,
SG346,Construction Project Management and Applied Technology,"Institute of Technology, Sligo",313.0,,313.0,291.0,,291.0,289.0
SG347,Architecture,"Institute of Technology, Sligo",403.0,,403.0,360.0,,360.0,309.0
SG348,Interior Architecture and Design,"Institute of Technology, Sligo",359.0,,359.0,316.0,,331.0,
SG349,Electronics and Self Driving Technologies,"Institute of Technology, Sligo",,,,,,,
SG350,Robotics and Automation,"Institute of Technology, Sligo",384.0,,384.0,,,,
SG442,Occupational Safety and Health,"Institute of Technology, Sligo",307.0,,307.0,290.0,,290.0,289.0
SG443,Human Nutrition,"Institute of Technology, Sligo",376.0,,376.0,356.0,,356.0,357.0
SG444,Science Undenominated,"Institute of Technology, Sligo",358.0,,358.0,338.0,,338.0,308.0
SG445,Pharmaceutical Science with Drug Development,"Institute of Technology, Sligo",357.0,,357.0,311.0,,311.0,347.0
SG447,Health Science and Physical Activity,"Institute of Technology, Sligo",326.0,,326.0,328.0,,328.0,316.0
SG448,Forensic Investigation and Analysis,"Institute of Technology, Sligo",308.0,,308.0,306.0,,307.0,306.0
SG449,Medical Biotechnology,"Institute of Technology, Sligo",315.0,,315.0,341.0,,341.0,329.0
SG450,Environmental Science with Ecology (Level 8),"Institute of Technology, Sligo",310.0,,310.0,300.0,,304.0,
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)","Institute of Technology, Tralee",718.0,,718.0,281.0,,281.0,281.0
TL802,"TV, Radio and New Media (Level 8)","Institute of Technology, Tralee",322.0,,322.0,325.0,,325.0,306.0
TL810,Computing with Software Development,"Institute of Technology, Tralee",308.0,,308.0,310.0,,310.0,309.0
TL811,Computing with Games Development,"Institute of Technology, Tralee",322.0,,322.0,358.0,,358.0,310.0
TL815,Computing (Degree Award options),"Institute of Technology, Tralee",307.0,,307.0,308.0,,308.0,308.0
TL823,Event Management (3 year programme),"Institute of Technology, Tralee",293.0,,293.0,299.0,,299.0,291.0
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),"Institute of Technology, Tralee",306.0,,306.0,306.0,,306.0,307.0
TL842,Construction Management,"Institute of Technology, Tralee",,,,,,,
TL844,Agricultural Engineering,"Institute of Technology, Tralee",301.0,,301.0,300.0,,300.0,311.0
TL845,Civil Engineering,"Institute of Technology, Tralee",361.0,,361.0,325.0,,325.0,300.0
TL847,Manufacturing Engineering,"Institute of Technology, Tralee",305.0,,305.0,302.0,,302.0,
TL848,Agricultural Science,"Institute of Technology, Tralee",307.0,,307.0,308.0,,308.0,331.0
TL851,Wildlife Biology (Degree Award options),"Institute of Technology, Tralee",309.0,,309.0,309.0,,309.0,310.0
TL855,Pharmaceutical Science (Degree Award options),"Institute of Technology, Tralee",316.0,,316.0,317.0,,317.0,342.0
TL858,Veterinary Bioscience,"Institute of Technology, Tralee",317.0,,317.0,308.0,,308.0,326.0
TL871,Health and Leisure (Degree Award options),"Institute of Technology, Tralee",303.0,,303.0,300.0,,300.0,303.0
TL872,Health and Leisure with Massage,"Institute of Technology, Tralee",314.0,,314.0,309.0,,309.0,288.0
TL873,Coaching and Sports Performance,"Institute of Technology, Tralee",308.0,,308.0,289.0,,289.0,282.0
TL874,Inclusive Sport and Physical Activity,"Institute of Technology, Tralee",341.0,,341.0,,,,
TL880,Early Childhood Care and Education,"Institute of Technology, Tralee",309.0,,309.0,307.0,,307.0,307.0
TL881,Social Care,"Institute of Technology, Tralee",301.0,,301.0,308.0,,309.0,308.0
TL889,Counselling with Addiction - Mature applicants only,"Institute of Technology, Tralee",,,,,,,
TL890,General Nursing and Mature Applicants,"Institute of Technology, Tralee",463.0,,463.0,440.0,414.0,414.0,407.0
TL891,Mental Health Nursing and Mature Applicants,"Institute of Technology, Tralee",440.0,419.0,412.0,389.0,378.0,378.0,367.0
WD001,Applied Computing (options),Waterford Institute of Technology,270.0,261.0,261.0,260.0,260.0,260.0,279.0
WD002,Science (options),Waterford Institute of Technology,279.0,,279.0,308.0,,308.0,302.0
WD005,Health Sciences (options),Waterford Institute of Technology,271.0,,271.0,280.0,,280.0,288.0
WD006,Exercise Sciences (options),Waterford Institute of Technology,270.0,,270.0,280.0,,280.0,282.0
WD007,Engineering (options),Waterford Institute of Technology,270.0,270.0,270.0,288.0,288.0,288.0,287.0
WD025,Construction Management and Engineering,Waterford Institute of Technology,262.0,,262.0,269.0,,269.0,269.0
WD027,Music,Waterford Institute of Technology,321.0,,321.0,262.0,,262.0,290.0
WD048,Business (options),Waterford Institute of Technology,279.0,,279.0,271.0,,271.0,278.0
WD084,Accounting,Waterford Institute of Technology,308.0,,308.0,308.0,,308.0,307.0
WD091,Hospitality Management,Waterford Institute of Technology,225.0,,225.0,228.0,,228.0,210.0
WD116,General Nursing,Waterford Institute of Technology,446.0,,446.0,422.0,,422.0,413.0
WD117,Psychiatric Nursing,Waterford Institute of Technology,415.0,,415.0,366.0,,366.0,361.0
WD120,Intellectual Disability Nursing,Waterford Institute of Technology,390.0,,390.0,377.0,,377.0,338.0
WD134,International Business,Waterford Institute of Technology,267.0,,267.0,290.0,,290.0,289.0
WD137,Design (Visual Communications),Waterford Institute of Technology,252.0,,252.0,271.0,,271.0,253.0
WD140,Laws,Waterford Institute of Technology,280.0,,280.0,280.0,,280.0,290.0
WD144,Architecture,Waterford Institute of Technology,309.0,,309.0,284.0,,284.0,283.0
WD147,Pharmaceutical Science,Waterford Institute of Technology,288.0,,288.0,293.0,,293.0,298.0
WD150,Criminal Justice Studies,Waterford Institute of Technology,280.0,,280.0,270.0,,270.0,271.0
WD152,Visual Art,Waterford Institute of Technology,243.0,,243.0,,,,253.0
WD161,Computer Forensics and Security,Waterford Institute of Technology,270.0,,270.0,255.0,,255.0,262.0
WD162,Quantity Surveying,Waterford Institute of Technology,226.0,,226.0,216.0,,216.0,260.0
WD163,Psychology,Waterford Institute of Technology,456.0,,456.0,434.0,,434.0,390.0
WD186,Sports Coaching and Performance,Waterford Institute of Technology,261.0,,261.0,270.0,,270.0,276.0
WD187,Social Science,Waterford Institute of Technology,276.0,,276.0,272.0,,272.0,271.0
WD191,Agricultural Science,Waterford Institute of Technology,377.0,,377.0,377.0,,377.0,378.0
WD192,Social Care Practice,Waterford Institute of Technology,271.0,,271.0,270.0,,270.0,279.0
WD193,Marketing and Digital Media,Waterford Institute of Technology,279.0,,279.0,271.0,,271.0,290.0
WD194,Culinary Arts,Waterford Institute of Technology,237.0,,237.0,217.0,,217.0,235.0
WD195,Architectural and Building Information Modelling Technology,Waterford Institute of Technology,279.0,,279.0,279.0,,279.0,266.0
WD200,Arts (options),Waterford Institute of Technology,201.0,201.0,201.0,,,,221.0
WD210,Software Systems Development,Waterford Institute of Technology,260.0,,260.0,279.0,,279.0,271.0
WD211,Creative Computing,Waterford Institute of Technology,270.0,,270.0,271.0,,271.0,275.0
WD212,Recreation and Sport Management,Waterford Institute of Technology,262.0,,262.0,270.0,,270.0,274.0
WD230,Mechanical and Manufacturing Engineering,Waterford Institute of Technology,230.0,230.0,230.0,253.0,,253.0,273.0
WD231,Early Childhood Care and Education,Waterford Institute of Technology,266.0,,266.0,,,,
WD232,Business Information Systems,Waterford Institute of Technology,261.0,261.0,261.0,,,,
AL600,Software Design,Athlone Institute of Technology,,,,,,104.0,
AL601,Computer Engineering,Athlone Institute of Technology,,,,,219.0,112.0,
AL602,Mechanical Engineering,Athlone Institute of Technology,,,,,,260.0,
AL604,Civil Engineering,Athlone Institute of Technology,,,,,,,
AL605,Music and Instrument Technology,Athlone Institute of Technology,,,,,,154.0,
AL630,Pharmacy Technician,Athlone Institute of Technology,,,,295.0,,295.0,
AL631,Dental Nursing,Athlone Institute of Technology,,,,300.0,298.0,298.0,
AL632,Applied Science,Athlone Institute of Technology,,,,234.0,,234.0,
AL650,Business,Athlone Institute of Technology,,,,207.0,,207.0,
AL660,Culinary Arts,Athlone Institute of Technology,,,,,,112.0,
AL661,Bar Supervision,Athlone Institute of Technology,,,,,,101.0,
AL663,Business (Sport and Recreation),Athlone Institute of Technology,,,,,,120.0,
AL701,Computer Engineering with Network Infrastructure,Athlone Institute of Technology,,,,216.0,,216.0,
AL702,Software Design with Artificial Intelligence for Cloud Computing,Athlone Institute of Technology,,,,214.0,,214.0,
AL703,Software Design with Virtual Reality and Gaming,Athlone Institute of Technology,,,,216.0,,224.0,
AL704,Computer Engineering,Athlone Institute of Technology,,,,204.0,,204.0,
AL705,Software Design with Mobile Apps and Connected Devices,Athlone Institute of Technology,,,,216.0,,216.0,
AL710,Mechanical Engineering,Athlone Institute of Technology,,,,223.0,,223.0,
AL711,Mechanical Engineering and Renewable Energy,Athlone Institute of Technology,,,,228.0,,228.0,
AL712,Automation and Robotics,Athlone Institute of Technology,,,,252.0,,252.0,
AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),Athlone Institute of Technology,,,,218.0,,218.0,
AL718,Music and Sound Engineering,Athlone Institute of Technology,,,,214.0,,216.0,
AL721,Civil Engineering,Athlone Institute of Technology,,,,233.0,,233.0,
AL730,Biotechnology,Athlone Institute of Technology,,,,250.0,,250.0,
AL731,Veterinary Nursing,Athlone Institute of Technology,,,,400.0,,400.0,
AL734,Pharmaceutical Sciences (Drug Development and Analysis),Athlone Institute of Technology,,,,244.0,,244.0,
AL740,Exercise and Health Science,Athlone Institute of Technology,,,,250.0,,250.0,
AL751,Digital Marketing,Athlone Institute of Technology,,,,241.0,,241.0,
AL752,Business,Athlone Institute of Technology,,,,225.0,,225.0,
AL761,Hotel and Leisure Management,Athlone Institute of Technology,,,,208.0,,208.0,
AL763,Graphic Design (portfolio),Athlone Institute of Technology,,,,781.0,,781.0,
AL764,Early Years Care and Education,Athlone Institute of Technology,,,,260.0,,260.0,
AL765,Applied Social Studies in Social Care,Athlone Institute of Technology,,,,280.0,,280.0,
CI001,Counselling Skills and Psychotherapy Studies,Irish College of Humanities & Applied Sciences,,,,300.0,,300.0,
CI002,Counselling Skills and Addiction Studies,Irish College of Humanities & Applied Sciences,,,,309.0,,309.0,
CI005,Counselling Skills and Youth Studies,Irish College of Humanities & Applied Sciences,,,,306.0,302.0,302.0,
CR001,Applied Physics and Instrumentation,Cork Institute of Technology,,,,250.0,,250.0,
CR006,Applied Biosciences,Cork Institute of Technology,,,,361.0,,361.0,
CR007,Analytical and Pharmaceutical Chemistry,Cork Institute of Technology,,,,240.0,,240.0,
CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),Cork Institute of Technology,,,,321.0,,321.0,
CR016,Software Development,Cork Institute of Technology,,,,307.0,,307.0,
CR021,Business (Common Entry),Cork Institute of Technology,,,,255.0,,255.0,
CR022,Business Administration,Cork Institute of Technology,,,,190.0,,190.0,
CR031,Social Care Work,Cork Institute of Technology,,,,346.0,,346.0,
CR032,Recreation and Leisure Management,Cork Institute of Technology,,,,298.0,,298.0,
CR035,Community Development,Cork Institute of Technology,,,,100.0,,100.0,
CR041,Tourism Management,Cork Institute of Technology,,,,216.0,,216.0,
CR042,Hospitality Management,Cork Institute of Technology,,,,208.0,,208.0,
CR046,Automotive Technology and Management,Cork Institute of Technology,,,,216.0,,216.0,
CR051,Civil Engineering,Cork Institute of Technology,,,,248.0,,248.0,
CR052,Construction,Cork Institute of Technology,,,,251.0,,251.0,
CR053,Interior Architecture,Cork Institute of Technology,,,,308.0,,308.0,
CR055,Environmental Engineering,Cork Institute of Technology,,,,258.0,,258.0,
CR061,Electronic Engineering,Cork Institute of Technology,,,,260.0,,260.0,
CR062,Electrical Engineering,Cork Institute of Technology,,,,300.0,,300.0,
CR071,Mechanical Engineering,Cork Institute of Technology,,,,261.0,,261.0,
CR075,Biomedical Engineering,Cork Institute of Technology,,,,306.0,,306.0,
CR090,Architectural Technology,Cork Institute of Technology,,,,266.0,,266.0,
CR094,Nautical Science at National Maritime College of Ireland,Cork Institute of Technology,,,,243.0,,243.0,
CR095,Marine Engineering at National Maritime College of Ireland,Cork Institute of Technology,,,,255.0,,255.0,
CR126,Popular Music: Drums at CIT Cork School of Music,Cork Institute of Technology,,,,801.0,,801.0,878.0
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,Cork Institute of Technology,,,,838.0,768.0,768.0,584.0
CR128,Popular Music: Keyboards at CIT Cork School of Music,Cork Institute of Technology,,,,840.0,,840.0,839.0
CR129,Popular Music: Voice at CIT Cork School of Music,Cork Institute of Technology,,,,841.0,,841.0,857.0
CR300,Physical Sciences (Common Entry),Cork Institute of Technology,,,,282.0,,282.0,
CR620,Early Childhood Education and Care,Cork Institute of Technology,,,,365.0,357.0,357.0,
CR640,Culinary Arts,Cork Institute of Technology,,,,244.0,,244.0,
CR650,Beverage Industry Management,Cork Institute of Technology,,,,209.0,,209.0,
CR655,Culinary Studies,Cork Institute of Technology,,,,189.0,,189.0,
CR657,Hospitality Studies,Cork Institute of Technology,,,,180.0,163.0,163.0,
CR805,Marine Electrotechnology at National Maritime College of Ireland,Cork Institute of Technology,,,,235.0,,235.0,
CR888,Information Technology,Cork Institute of Technology,,,,290.0,,290.0,
CT110,Computing in Information Technology,CCT College Dublin,,,,210.0,,210.0,
CT116,Information Technology,CCT College Dublin,,,,219.0,,219.0,
CW006,Business,"Institute of Technology, Carlow",,,,,,,
CW027,Sustainable Farm Management and Agribusiness,"Institute of Technology, Carlow",,,,266.0,,268.0,
CW037,Business (options),"Institute of Technology, Carlow",,,,195.0,,195.0,
CW047,Visual Communications and Design,"Institute of Technology, Carlow",,,,214.0,181.0,181.0,
CW057,Art (portfolio),"Institute of Technology, Carlow",,,,700.0,,700.0,
CW077,Tourism and Event Management,"Institute of Technology, Carlow",,,,217.0,,217.0,
CW106,Physiology and Health Science,"Institute of Technology, Carlow",,,,451.0,,451.0,
CW107,Analytical Science,"Institute of Technology, Carlow",,,,277.0,,277.0,
CW116,Pharmacy Technician Studies,"Institute of Technology, Carlow",,,,250.0,,250.0,
CW117,Biosciences,"Institute of Technology, Carlow",,,,205.0,,205.0,
CW126,Science - Applied Biology or Applied Chemistry,"Institute of Technology, Carlow",,,,191.0,,191.0,
CW206,Computing - Applications or Programming,"Institute of Technology, Carlow",,,,235.0,,235.0,
CW207,Software Development,"Institute of Technology, Carlow",,,,244.0,,244.0,
CW217,Information Technology Management,"Institute of Technology, Carlow",,,,234.0,,234.0,
CW227,Cybercrime and IT Security,"Institute of Technology, Carlow",,,,233.0,,242.0,
CW237,Computing in Interactive Digital Art and Design,"Institute of Technology, Carlow",,,,212.0,,212.0,
CW407,Architectural Technology,"Institute of Technology, Carlow",,,,188.0,,188.0,
CW417,Construction Management with Building Services,"Institute of Technology, Carlow",,,,220.0,,220.0,
CW427,Civil Engineering,"Institute of Technology, Carlow",,,,199.0,,199.0,
CW507,Aircraft Systems,"Institute of Technology, Carlow",,,,293.0,,294.0,
CW517,Mechanical Engineering,"Institute of Technology, Carlow",,,,276.0,,276.0,
CW527,Electronic Engineering,"Institute of Technology, Carlow",,,,227.0,,227.0,
CW547,TV and Media Production,"Institute of Technology, Carlow",,,,301.0,,301.0,
CW706,Legal Studies,"Institute of Technology, Carlow",,,,163.0,,163.0,
CW707,Industrial Design,"Institute of Technology, Carlow",,,,207.0,,207.0,
CW717,Professional Social Care Practice,"Institute of Technology, Carlow",,,,288.0,,288.0,
CW807,Sport Coaching and Business Management - GAA (portfolio),"Institute of Technology, Carlow",,,,700.0,,700.0,
CW817,Sport Coaching and Business Management - Rugby (portfolio),"Institute of Technology, Carlow",,,,700.0,,700.0,
CW827,Sport Coaching and Business Management - Soccer (portfolio),"Institute of Technology, Carlow",,,,700.0,,700.0,
CW837,Digital Marketing with Analytics,"Institute of Technology, Carlow",,,,200.0,,200.0,
CW906,Business,"Institute of Technology, Carlow",,,,177.0,,177.0,
CW917,Business (options),"Institute of Technology, Carlow",,,,224.0,,224.0,
CW926,Business with Law,"Institute of Technology, Carlow",,,,210.0,,210.0,
CW936,Accounting,"Institute of Technology, Carlow",,,,231.0,,231.0,
DB516,Financial Services,Dublin Business School,,,,,,,328.0
DB528,Applied Social Care,Dublin Business School,,,,,,,
DB534,Sound Engineering and Music Production,Dublin Business School,,,,,,,
DB563,Arts,Dublin Business School,,,,161.0,189.0,161.0,
DB571,Business Studies,Dublin Business School,,,,173.0,211.0,122.0,
DB572,Business in Accounting,Dublin Business School,,,,119.0,117.0,117.0,
DB573,Business in Marketing,Dublin Business School,,,,117.0,146.0,117.0,
DB574,Business in Information Technology,Dublin Business School,,,,136.0,388.0,136.0,
DB576,Film and Creative Media,Dublin Business School,,,,,,,
DC201,Common Entry into Science (Undenominated Entry),Dublin City University,,,,498.0,488.0,488.0,454.0
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",Dublin City University,,,,430.0,,430.0,
DK710,Business and Management,Dundalk Institute of Technology,,,,120.0,120.0,120.0,
DK711,Business and Technology,Dundalk Institute of Technology,,,,191.0,,191.0,
DK712,Digital Marketing and Public Relations,Dundalk Institute of Technology,,,,100.0,100.0,100.0,
DK721,Computing,Dundalk Institute of Technology,,,,106.0,106.0,106.0,
DK722,Augmented and Virtual Reality,Dundalk Institute of Technology,,,,144.0,144.0,144.0,
DK730,Building Surveying,Dundalk Institute of Technology,,,,165.0,,165.0,
DK731,Architectural Technology,Dundalk Institute of Technology,,,,332.0,,332.0,
DK732,Construction Management,Dundalk Institute of Technology,,,,120.0,,120.0,
DK740,Engineering - Electrical and Electronic Systems,Dundalk Institute of Technology,,,,179.0,179.0,179.0,
DK742,Engineering - Mechanical Engineering,Dundalk Institute of Technology,,,,166.0,166.0,166.0,
DK744,Engineering - Civil Engineering,Dundalk Institute of Technology,,,,190.0,157.0,157.0,
DK750,Hospitality Management,Dundalk Institute of Technology,,,,176.0,176.0,176.0,
DK752,Event Management,Dundalk Institute of Technology,,,,175.0,175.0,175.0,
DK753,Culinary Arts,Dundalk Institute of Technology,,,,182.0,182.0,182.0,
DK763,"Sport, Exercise and Enterprise",Dundalk Institute of Technology,,,,233.0,,225.0,
DK767,Community Youth Work (interview),Dundalk Institute of Technology,,,,240.0,240.0,240.0,
DK768,Audio and Music Production,Dundalk Institute of Technology,,,,261.0,,261.0,
DK769,Creative Media,Dundalk Institute of Technology,,,,165.0,165.0,165.0,
DK770,Theatre & Film Practice,Dundalk Institute of Technology,,,,190.0,190.0,190.0,
DK771,Musical Theatre (audition),Dundalk Institute of Technology,,,,,,,
DK781,Science - Bioscience,Dundalk Institute of Technology,,,,358.0,328.0,208.0,
DK783,Science - Pharmaceutical Science,Dundalk Institute of Technology,,,,349.0,317.0,210.0,
DK784,Veterinary Nursing,Dundalk Institute of Technology,,,,399.0,,399.0,
DK860,Music (audition),Dundalk Institute of Technology,,,,532.0,532.0,503.0,499.0
DL701,Business - Applied Entrepreneurship,"Dun Laoghaire Institute of Art, Design and Technology",,,,,,,
